INSTNAME       ,DB_ID     ,HOSTNAME                      ,        ID,TM               ,      INST,       DUR,       CPU,   LOADAVG,   AAS_CPU,RSRCMGRPCT,  OSCPUPCT,  OSCPUSYS,   OSCPUIO
tesprrn1       ,3956548928,example.com          ,     21592,09/30/18 10:00:18,         1,      60.1,        28,      5.97,3.26762063,         0,11.6700737,2.94348705,.017768006
tesprrn1       ,3956548928,example.com          ,     21595,09/30/18 13:00:36,         1,     59.47,        28,     10.25,7.07838004,         0,25.2799287,4.08128804,.027906791
tesprrn1       ,3956548928,example.com          ,     21597,09/30/18 15:00:10,         1,     60.08,        28,      8.68,7.58827184,.000019814,27.1009511,3.74454131,.019110363
tesprrn1       ,3956548928,example.com          ,     21600,09/30/18 18:00:05,         1,      60.1,        28,      6.46,3.79791736,         0,13.5639906,2.96901989,.024284922
tesprrn1       ,3956548928,example.com          ,     21606,10/01/18 00:00:02,         1,     60.08,        28,      6.89,5.32446047,         0,19.0159303,3.94214385,.019754309
tesprrn1       ,3956548928,example.com          ,     21620,10/01/18 14:00:06,         1,     60.13,        28,     17.63,12.9502106,         0,46.2507523,7.35991448,.030893649
tesprrn1       ,3956548928,example.com          ,     21621,10/01/18 15:00:14,         1,     60.12,        28,     15.91,13.3084197,         0,47.5300705, 7.7650303,.021495901
tesprrn1       ,3956548928,example.com          ,     21622,10/01/18 16:00:21,         1,     60.12,        28,      15.3,11.8214361,         0,42.2194146,7.80538833,.020733494
tesprrn1       ,3956548928,example.com          ,     21649,10/02/18 19:00:03,         1,     60.12,        28,     16.85,15.1176657,         0, 53.991663,9.33537962,.013228247
tesprrn1       ,3956548928,example.com          ,     21652,10/02/18 22:00:24,         1,      60.1,        28,     10.35,7.26360788,         0,25.9414567,6.29694557,.022066397
tesprrn1       ,3956548928,example.com          ,     21659,10/03/18 05:00:08,         1,      60.1,        28,      7.25,6.57467277,         0,23.4809742,5.00056454,.022472467
tesprrn1       ,3956548928,example.com          ,     21683,10/04/18 05:00:40,         1,      60.1,        28,     12.79,5.96902385,         0,21.3179423, 4.2427997,.022482371
tesprrn1       ,3956548928,example.com          ,     21690,10/04/18 12:00:25,         1,     60.12,        28,     17.14,14.2103798,         0,50.7513565,6.95178027,.016198661
tesprrn1       ,3956548928,example.com          ,     21692,10/04/18 14:00:38,         1,     60.12,        28,     13.11,7.28436651,         0,26.0155947,4.49676225,.028506079
tesprrn1       ,3956548928,example.com          ,     21708,10/05/18 06:00:10,         1,      60.1,        28,     11.81,11.3223433,         0,40.4369404, 6.3730885,.017985897
tesprrn1       ,3956548928,example.com          ,     21711,10/05/18 09:00:27,         1,     60.08,        28,     10.39,7.49656033,         0,26.7734298, 4.1041807,.018753715
tesprrn1       ,3956548928,example.com          ,     21719,10/05/18 17:00:17,         1,      60.1,        28,      9.36,10.7548946,         0,38.4103379,6.11567031,.017569923
tesprrn1       ,3956548928,example.com          ,     21729,10/06/18 03:00:15,         1,     60.08,        28,      5.78,3.75638003,         0, 13.415643,2.65776699,.036170002
tesprrn1       ,3956548928,example.com          ,     21732,10/06/18 06:00:00,         1,      60.1,        28,      7.93,8.40879922,         0,30.0314258,4.92949251,.020877902
tesprrn1       ,3956548928,example.com          ,     21733,10/06/18 07:00:06,         1,     60.12,        28,      9.25,11.3397976,9.9014E-06,40.4992673,5.01088162,.019872074
tesprrn1       ,3956548928,example.com          ,     21735,10/06/18 09:00:18,         1,      60.1,        28,      8.85,6.69875763,9.9041E-06,23.9241245,3.72447706,.018976309
tesprrn1       ,3956548928,example.com          ,     21743,10/06/18 17:00:09,         1,     60.08,        28,      5.36,3.96173648,         0,14.1490588,3.72238954,.026401823
tesprrn1       ,3956548928,example.com          ,     21745,10/06/18 19:00:20,         1,      59.8,        28,     13.61,12.1945206,9.9538E-06,43.5518494,7.69800127,.016682593
tesprrn1       ,3956548928,example.com          ,     21760,10/07/18 10:00:30,         1,     60.08,        28,      6.08,3.24260472,9.9069E-06,11.5807212,3.17056667, .02419259
tesprrn1       ,3956548928,example.com          ,     21771,10/07/18 21:00:33,         1,     60.08,        28,      8.67,7.64638003,9.9069E-06,27.3084902, 5.9835744,.019427383
tesprrn1       ,3956548928,example.com          ,     21788,10/08/18 14:00:10,         1,      60.1,        28,     15.18,12.9167942,         0, 46.131408,6.69377427,.023215276
tesprrn1       ,3956548928,example.com          ,     21661,10/03/18 07:00:20,         1,     60.12,        28,     16.45,14.8287164,         0,52.9597014,5.74675235,.011901461
tesprrn1       ,3956548928,example.com          ,     21591,09/30/18 09:00:13,         1,     60.08,        28,      6.14,3.54805548,9.9069E-06,12.6716168,2.78651674,.026203685
tesprrn1       ,3956548928,example.com          ,     21599,09/30/18 17:00:21,         1,     59.73,        28,      6.46,4.46425223,9.9649E-06, 15.943748,2.80341199,  .0221022
tesprrn1       ,3956548928,example.com          ,     21601,09/30/18 19:00:11,         1,      60.1,        28,     21.03,14.0788048,9.9041E-06,50.2814357,8.17736312, .01437089
tesprrn1       ,3956548928,example.com          ,     21609,10/01/18 03:00:18,         1,     59.73,        28,      4.67,3.71001395,         0,13.2500498,3.03628229,.025221221
tesprrn1       ,3956548928,example.com          ,     21613,10/01/18 07:00:18,         1,     60.12,        28,     11.01,13.0590907,         0,46.6396095,4.69753258,.013921343
tesprrn1       ,3956548928,example.com          ,     21614,10/01/18 08:00:25,         1,      60.1,        28,      8.41,6.83902108,         0,24.4250753,4.24998019,.020055859
tesprrn1       ,3956548928,example.com          ,     21640,10/02/18 10:00:06,         1,      60.1,        28,      7.76,5.13207432,         0,18.3288369,3.53637786,  .0225517
tesprrn1       ,3956548928,example.com          ,     21646,10/02/18 16:00:46,         1,      59.3,        28,      5.33,4.51378583,         0,16.1206637,3.93830804,.019041596
tesprrn1       ,3956548928,example.com          ,     21669,10/03/18 15:00:12,         1,     60.12,        28,     22.36,15.5289049,         0,55.4603747,8.63658957,.016594717
tesprrn1       ,3956548928,example.com          ,     21632,10/02/18 02:00:21,         1,     60.08,        28,       5.6,3.42514563,         0, 12.232663,3.38944918,.028680404
tesprrn1       ,3956548928,example.com          ,     21647,10/02/18 17:00:04,         1,      60.1,        28,      5.99,3.73435108,         0,13.3369681,3.77532486,.018322637
tesprrn1       ,3956548928,example.com          ,     21660,10/03/18 06:00:14,         1,      60.1,        28,     11.07,10.7467499,         0,38.3812495,6.51549996,.017629348
tesprrn1       ,3956548928,example.com          ,     21678,10/04/18 00:00:10,         1,      60.1,        28,     10.59,6.63223794,         0,23.6865641,6.86431345,.020640203
tesprrn1       ,3956548928,example.com          ,     21647,10/02/18 17:00:03,         2,      60.1,        28,      7.86,6.85194398,         0,24.4712285,3.65392005,.010478567
tesprrn1       ,3956548928,example.com          ,     21586,09/30/18 04:00:05,         2,      60.1,        28,      6.03,3.59232945,         0, 12.829748,2.23014222, .02027375
tesprrn1       ,3956548928,example.com          ,     21606,10/01/18 00:00:01,         2,     60.08,        28,      8.28, 6.4842552,         0,23.1580543,4.28512978,.018317813
tesprrn1       ,3956548928,example.com          ,     21764,10/07/18 14:00:07,         2,     60.12,        28,     13.15,12.1526726,         0,43.4024021,5.28751634,.010277635
tesprrn1       ,3956548928,example.com          ,     21765,10/07/18 15:00:14,         2,     59.83,        28,      9.23,9.17166295,         0,32.7559391,3.57108038,.014584162
tesprrn1       ,3956548928,example.com          ,     21778,10/08/18 04:00:12,         2,     60.08,        28,      8.03,4.96251318,         0,17.7232613,2.42144839,.025212998
tesprrn1       ,3956548928,example.com          ,     21608,10/01/18 02:00:12,         2,      60.1,        28,     11.54,8.15798114,         0,29.1356469,4.09318794,.013014024
tesprrn1       ,3956548928,example.com          ,     21612,10/01/18 06:00:12,         2,      60.1,        28,      5.55,6.90884914,         0,24.6744612,4.48589652,.011389747
tesprrn1       ,3956548928,example.com          ,     21615,10/01/18 09:00:31,         2,     60.13,        28,     11.29,6.64062361,         0,23.7165129,4.03141828,.012402993
tesprrn1       ,3956548928,example.com          ,     21621,10/01/18 15:00:14,         2,     60.12,        28,     22.91,17.3418575,         0,61.9352054,7.89244128,.009921185
tesprrn1       ,3956548928,example.com          ,     21664,10/03/18 10:00:38,         2,      60.1,        28,      10.8,7.68460344,         0,27.4450123,4.07417201,.010122019
tesprrn1       ,3956548928,example.com          ,     21667,10/03/18 13:00:05,         2,        60,        28,     23.89,13.8109667,         0, 49.324881,7.61224206,.009246032
tesprrn1       ,3956548928,example.com          ,     21693,10/04/18 15:00:45,         2,      60.1,        28,     10.75,7.48391292,         0,26.7282604,4.57301323,.010181444
tesprrn1       ,3956548928,example.com          ,     21694,10/04/18 16:00:51,         2,      60.1,        28,      7.72,5.46653633,         0, 19.523344,3.65069131,.011617542
tesprrn1       ,3956548928,example.com          ,     21701,10/04/18 23:00:31,         2,      60.1,        28,     10.02,3.72782307,         0,13.3136538,3.30881071,.020234134
tesprrn1       ,3956548928,example.com          ,     21712,10/05/18 10:00:32,         2,      60.1,        28,      7.02,6.99391015,         0,24.9782505,3.74586998,.011865145
tesprrn1       ,3956548928,example.com          ,     21761,10/07/18 11:00:35,         2,      60.1,        28,     16.76,12.7062867,9.9041E-06,45.3795856,5.56159377,.013311148
tesprrn1       ,3956548928,example.com          ,     21783,10/08/18 09:00:40,         2,     59.37,        28,     10.69,7.10148793,         0,25.3624569,3.93586067,.014438117
tesprrn1       ,3956548928,example.com          ,     21585,09/30/18 03:00:00,         2,     60.08,        28,      5.67,3.74726768,         0,13.3830989,2.30901526,.019853378
tesprrn1       ,3956548928,example.com          ,     21625,10/01/18 19:00:41,         2,      60.1,        28,     19.58,16.9586217,         0,60.5665062,8.78798233,.022561604
tesprrn1       ,3956548928,example.com          ,     21632,10/02/18 02:00:21,         2,     60.08,        28,     10.42, 8.4399251,         0,30.1425897,4.57400436, .01280959
tesprrn1       ,3956548928,example.com          ,     21720,10/05/18 18:00:23,         2,     60.08,        28,      9.61,6.99944521,         0,24.9980186,5.62805627,.010531009
tesprrn1       ,3956548928,example.com          ,     21766,10/07/18 16:00:04,         2,      60.1,        28,      7.89, 6.2624376,.000029712,22.3658189,2.65099834,.014380794
tesprrn1       ,3956548928,example.com          ,     21770,10/07/18 20:00:27,         2,      60.1,        28,     14.14,11.5612257,         0,41.2900919,6.39056929,.011429364
tesprrn1       ,3956548928,example.com          ,     21771,10/07/18 21:00:33,         2,     60.08,        28,     15.36,10.5476338,.000019814,37.6701011,5.63852784, .00884684
tesprrn1       ,3956548928,example.com          ,     21777,10/08/18 03:00:07,         2,     60.08,        28,      7.65,4.94826075,         0,17.6723598, 2.5214682,.022181494
tesprrn1       ,3956548928,example.com          ,     21687,10/04/18 09:00:05,         2,      60.1,        28,      8.13,8.20504714,         0,29.3037398, 4.1324281,.011696775
tesprrn1       ,3956548928,example.com          ,     21707,10/05/18 05:00:04,         2,      60.1,        28,      6.66,3.40635607,         0,12.1655574,2.89333254,.014677918
tesprrn1       ,3956548928,example.com          ,     21592,09/30/18 10:00:18,         2,      60.1,        28,     10.65,4.91692457,         0,17.5604449,2.62444537,.015628714
tesprrn1       ,3956548928,example.com          ,     21611,10/01/18 05:00:07,         2,     60.08,        28,      6.22,5.57520111,         0,19.9114325,2.60660789,.013978601
tesprrn1       ,3956548928,example.com          ,     21652,10/02/18 22:00:24,         2,      60.1,        28,      8.36,7.67404049,.000019808,27.4072676,4.88167538,.011221377
tesprrn1       ,3956548928,example.com          ,     21698,10/04/18 20:00:15,         2,     60.08,        28,       7.2,6.26828017,         0,22.3867149,4.25643947, .01252229
tesprrn1       ,3956548928,example.com          ,     21705,10/05/18 03:00:02,         2,     60.12,        28,      6.64,4.05843637,         0,14.4944156,3.57498317,.013337162
tesprrn1       ,3956548928,example.com          ,     21718,10/05/18 16:00:11,         2,      60.1,        28,      11.6,12.3570854,         0,44.1324479,7.72737897,.011785912
tesprrn1       ,3956548928,example.com          ,     21727,10/06/18 01:00:04,         2,      60.1,        28,      6.34,3.81660843,.000029712,13.6307147,3.78255487,.015896126
tesprrn1       ,3956548928,example.com          ,     21730,10/06/18 04:00:20,         2,     60.08,        28,      4.35, 1.7560111,         0, 6.2714682,2.29805825,.026431543
tesprrn1       ,3956548928,example.com          ,     21758,10/07/18 08:00:19,         2,     60.08,        28,      7.14,6.16158391,         0,22.0056568,2.95984743, .01252229
tesprrn1       ,3956548928,example.com          ,     21762,10/07/18 12:00:41,         2,      60.1,        28,     13.54, 13.633472,         0,48.6909714,  5.784298,.011260994
tesprrn1       ,3956548928,example.com          ,     21767,10/07/18 17:00:10,         2,     60.08,        28,     11.64,6.56011928,         0,23.4289974,2.46592035,.010758867
tesprrn1       ,3956548928,example.com          ,     21768,10/07/18 18:00:15,         2,      60.1,        28,      7.34,5.71436217,9.9041E-06,20.4084264,2.60673679,.015173124
tesprrn1       ,3956548928,example.com          ,     21774,10/08/18 00:00:06,         2,      60.1,        28,     11.13,10.3522324,9.9041E-06,36.9722486,4.79280564,.017342128
tesprrn1       ,3956548928,example.com          ,     21785,10/08/18 11:00:07,         2,     60.12,        28,     10.58,9.64351816,         0,34.4411363, 4.7564755,.015366945
tesprrn1       ,3956548928,example.com          ,     21590,09/30/18 08:00:07,         2,      60.1,        28,      8.56,5.84663339,         0,20.8808335,3.38998495, .01669836
tesprrn1       ,3956548928,example.com          ,     21598,09/30/18 16:00:15,         2,      60.1,        28,      7.56,3.91570161,         0,13.9846486,2.52885072,.018956501
